quando	zona	sha256	nome_vecchio	testo
2026-08-01T19:34:36	Bicipiti e Braccia	a07daa162b0b00bd1f16d18cb4081cb0d19d48338940440f97ddacd6b30e0672	Curl cavo alto barra dritta panca piana supino (Lying Flat Bench Cable Straight-Bar Simultaneous Curl).gif	Curl cavo alto dritta panca piana supino
2026-08-01T19:34:41	Bicipiti e Braccia	a07daa162b0b00bd1f16d18cb4081cb0d19d48338940440f97ddacd6b30e0672	Curl cavo alto barra dritta panca piana supino (Lying Flat Bench Cable Straight-Bar Simultaneous Curl).gif	Curl barracavo alto dritta panca piana supino
2026-08-01T19:34:42	Bicipiti e Braccia	a07daa162b0b00bd1f16d18cb4081cb0d19d48338940440f97ddacd6b30e0672	Curl cavo alto barra dritta panca piana supino (Lying Flat Bench Cable Straight-Bar Simultaneous Curl).gif	Curl barra cavo alto dritta panca piana supino
2026-08-01T19:35:46	Bicipiti e Braccia	a07daa162b0b00bd1f16d18cb4081cb0d19d48338940440f97ddacd6b30e0672	Curl cavo alto barra dritta panca piana supino (Lying Flat Bench Cable Straight-Bar Simultaneous Curl).gif	Curl barra cavo medio dritta panca piana supino
2026-08-01T19:35:50	Bicipiti e Braccia	a07daa162b0b00bd1f16d18cb4081cb0d19d48338940440f97ddacd6b30e0672	Curl cavo alto barra dritta panca piana supino (Lying Flat Bench Cable Straight-Bar Simultaneous Curl).gif	Curl barra cavo mediota panca piana supino
2026-08-01T19:35:51	Bicipiti e Braccia	a07daa162b0b00bd1f16d18cb4081cb0d19d48338940440f97ddacd6b30e0672	Curl cavo alto barra dritta panca piana supino (Lying Flat Bench Cable Straight-Bar Simultaneous Curl).gif	Curl barra cavo medio panca piana supino
2026-08-01T19:35:54	Bicipiti e Braccia	a07daa162b0b00bd1f16d18cb4081cb0d19d48338940440f97ddacd6b30e0672	Curl cavo alto barra dritta panca piana supino (Lying Flat Bench Cable Straight-Bar Simultaneous Curl).gif	Curl barra cavo medio panca piana pino
2026-08-01T19:35:55	Bicipiti e Braccia	a07daa162b0b00bd1f16d18cb4081cb0d19d48338940440f97ddacd6b30e0672	Curl cavo alto barra dritta panca piana supino (Lying Flat Bench Cable Straight-Bar Simultaneous Curl).gif	Curl barra cavo medio panca pianapino
2026-08-01T19:35:56	Bicipiti e Braccia	a07daa162b0b00bd1f16d18cb4081cb0d19d48338940440f97ddacd6b30e0672	Curl cavo alto barra dritta panca piana supino (Lying Flat Bench Cable Straight-Bar Simultaneous Curl).gif	Curl barra cavo medio panca piana
2026-08-01T19:45:46	Bicipiti e Braccia	a07daa162b0b00bd1f16d18cb4081cb0d19d48338940440f97ddacd6b30e0672	Curl cavo alto barra dritta panca piana supino (Lying Flat Bench Cable Straight-Bar Simultaneous Curl).gif	Curl barra cavo panca piana
2026-08-01T19:46:04	Bicipiti e Braccia	2a71887e548d59adefbafbd6415b3b1f09fcc92de3b79e974de6078a96bd8829	Curl cavo alto barra EZ in piedi (Standing High Cable EZ-Bar Simultaneous Curl).gif	Curl cavo barra EZ
2026-08-01T19:47:23	Bicipiti e Braccia	592b046e71777ef5d512d6f6a05451e9ddc7a5ffe9cb3dc445766708ae1da1d5	Curl cavo basso panca inclinata supino (Incline Bench Supine Cable Simultaneous Curl).gif	Curl cavo basso panca inclinata
2026-08-01T19:52:49	Bicipiti e Braccia	85d258c5e5c3cbdb7fdbb7b9c4b2a43019a0f6dad6d952b95cbf2cb51fbd0ae0	Curl cavo basso squat (Squatting Cable Simultaneous Curl).gif	Curl cavo basso
2026-08-01T19:52:52	Bicipiti e Braccia	85d258c5e5c3cbdb7fdbb7b9c4b2a43019a0f6dad6d952b95cbf2cb51fbd0ae0	Curl cavo basso squat (Squatting Cable Simultaneous Curl).gif	Curl squatcavo basso
2026-08-01T19:52:53	Bicipiti e Braccia	85d258c5e5c3cbdb7fdbb7b9c4b2a43019a0f6dad6d952b95cbf2cb51fbd0ae0	Curl cavo basso squat (Squatting Cable Simultaneous Curl).gif	Curl squat cavo basso
2026-08-01T19:53:18	Bicipiti e Braccia	7cd4e155d595c80c57a3adb1d4bbef4b6da3c2017b11df124c3558618fc59ffb	Curl Hammer alternato manubri in piedi (Standing Alternating Dumbbell Hammer Curl).gif	Curl hammer manubri alternato
2026-08-01T20:48:54	Bicipiti e Braccia	de137d952cb7d7f78f1ab87fe83f13dd1d299c30aa1718ff6f93eb49d1e7735a	Curl Hammer cavo basso corda in piedi (Standing Cable Rope Hammer Simultaneous Curl).gif	Curl hammer cavo basso
2026-08-01T20:48:58	Bicipiti e Braccia	de137d952cb7d7f78f1ab87fe83f13dd1d299c30aa1718ff6f93eb49d1e7735a	Curl Hammer cavo basso corda in piedi (Standing Cable Rope Hammer Simultaneous Curl).gif	Curl hammer corda cavo basso
2026-08-01T20:50:18	Bicipiti e Braccia	c6b181e1adbbb8acce7236b96dfd05c964dccfaa40fce7946a7ee068e0f96210	Curl Hammer manubri in piedi (Standing Dumbbell Hammer Simultaneous Curl).gif	Curl hammer manubri
2026-08-01T20:53:05	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer corda cavo basso
2026-08-01T20:53:10	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer un bracciocorda cavo basso
2026-08-01T20:53:12	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer un braccio corda cavo basso
2026-08-01T21:00:04	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer un braccio corda cavo
2026-08-01T21:01:45	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer un braccio corda al cavo
2026-08-01T21:02:09	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer un braccio cordacavo
2026-08-01T21:02:10	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer un braccio corda cavo
2026-08-01T21:02:39	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer un braccio corda cavo 
2026-08-01T21:03:17	Bicipiti e Braccia	b983b590968b642cefc633ad5ad2ccd1a5dd704442c48e9b57a37b4a61ec222d	Curl Hammer un braccio manubri in piedi (Standing Single-Arm Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio 
2026-08-01T21:03:18	Bicipiti e Braccia	b983b590968b642cefc633ad5ad2ccd1a5dd704442c48e9b57a37b4a61ec222d	Curl Hammer un braccio manubri in piedi (Standing Single-Arm Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio
2026-08-01T21:03:26	Bicipiti e Braccia	b983b590968b642cefc633ad5ad2ccd1a5dd704442c48e9b57a37b4a61ec222d	Curl Hammer un braccio manubri in piedi (Standing Single-Arm Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio 
2026-08-01T21:03:27	Bicipiti e Braccia	b983b590968b642cefc633ad5ad2ccd1a5dd704442c48e9b57a37b4a61ec222d	Curl Hammer un braccio manubri in piedi (Standing Single-Arm Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio i
2026-08-01T21:03:28	Bicipiti e Braccia	b983b590968b642cefc633ad5ad2ccd1a5dd704442c48e9b57a37b4a61ec222d	Curl Hammer un braccio manubri in piedi (Standing Single-Arm Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio in
2026-08-01T21:03:29	Bicipiti e Braccia	b983b590968b642cefc633ad5ad2ccd1a5dd704442c48e9b57a37b4a61ec222d	Curl Hammer un braccio manubri in piedi (Standing Single-Arm Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio in 
2026-08-01T21:03:29	Bicipiti e Braccia	b983b590968b642cefc633ad5ad2ccd1a5dd704442c48e9b57a37b4a61ec222d	Curl Hammer un braccio manubri in piedi (Standing Single-Arm Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio in p
2026-08-01T21:03:31	Bicipiti e Braccia	b983b590968b642cefc633ad5ad2ccd1a5dd704442c48e9b57a37b4a61ec222d	Curl Hammer un braccio manubri in piedi (Standing Single-Arm Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio in piedi
2026-08-01T21:03:31	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer un braccio corda cavo
2026-08-01T21:08:57	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer un braccio
2026-08-01T21:09:00	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer corda cavoun braccio
2026-08-01T21:09:02	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer corda cavo un braccio
2026-08-01T21:09:05	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer corda un braccio
2026-08-01T21:09:42	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer corda e  un braccio
2026-08-01T21:09:45	Bicipiti e Braccia	d09ec79df469cad51460a346f0a94d12e47fa8d91991190fd8a83f3be3e87183	Curl Hammer un braccio corda cavo basso in piedi (Standing Cable Rope Single-Arm Hammer Curl).gif	Curl hammer corda e cavo un braccio
2026-08-01T21:10:30	Bicipiti e Braccia	71e519e3de662dba66ea6fb2fbf58d27223cc73ac630952ed3cd8039232193fa	Curl Hammer un braccio manubri seduto su panca (Seated Unilateral Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio pac
2026-08-01T21:10:32	Bicipiti e Braccia	71e519e3de662dba66ea6fb2fbf58d27223cc73ac630952ed3cd8039232193fa	Curl Hammer un braccio manubri seduto su panca (Seated Unilateral Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio pa
2026-08-01T21:10:34	Bicipiti e Braccia	71e519e3de662dba66ea6fb2fbf58d27223cc73ac630952ed3cd8039232193fa	Curl Hammer un braccio manubri seduto su panca (Seated Unilateral Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio panca vert
2026-08-01T21:10:35	Bicipiti e Braccia	71e519e3de662dba66ea6fb2fbf58d27223cc73ac630952ed3cd8039232193fa	Curl Hammer un braccio manubri seduto su panca (Seated Unilateral Dumbbell Hammer Curl).gif	Curl hammer manubri un braccio panca verticale
2026-08-01T21:12:36	Bicipiti e Braccia	af9c1605d9bfc889c8fcb84214702791ef7e43c0273b9fdf12ddde5229975821	Curl macchina alternato seduto (Standing Alternating Machine Curl).gif	Curl macchina seduto
2026-08-01T21:12:40	Bicipiti e Braccia	af9c1605d9bfc889c8fcb84214702791ef7e43c0273b9fdf12ddde5229975821	Curl macchina alternato seduto (Standing Alternating Machine Curl).gif	Curl alternato macchina seduto
2026-08-01T21:13:29	Bicipiti e Braccia	af9c1605d9bfc889c8fcb84214702791ef7e43c0273b9fdf12ddde5229975821	Curl macchina alternato seduto (Standing Alternating Machine Curl).gif	Curl alternato macchina
2026-08-01T21:13:49	Bicipiti e Braccia	b23dd5572648bf8d41829c8cd43e1af4d054dc54f2f300afe95cf3d90aaf326b	Curl macchina seduto (Machine Simultaneous Curl).gif	Curl macchina
2026-08-01T21:14:16	Bicipiti e Braccia	3151e8bf9d7d504b8d0147439783b832cdc0da584d99212ddfc82bcca47d6639	Curl manubri alternato in piedi (Standing Alternating Dumbbell Curl).gif	Curl manubri in piedi
2026-08-01T21:14:21	Bicipiti e Braccia	3151e8bf9d7d504b8d0147439783b832cdc0da584d99212ddfc82bcca47d6639	Curl manubri alternato in piedi (Standing Alternating Dumbbell Curl).gif	Curl alternato manubri in piedi
2026-08-01T21:14:26	Bicipiti e Braccia	3151e8bf9d7d504b8d0147439783b832cdc0da584d99212ddfc82bcca47d6639	Curl manubri alternato in piedi (Standing Alternating Dumbbell Curl).gif	Curl alternato manubri 
2026-08-01T21:14:27	Bicipiti e Braccia	3151e8bf9d7d504b8d0147439783b832cdc0da584d99212ddfc82bcca47d6639	Curl manubri alternato in piedi (Standing Alternating Dumbbell Curl).gif	Curl alternato manubri
2026-08-01T21:15:14	Bicipiti e Braccia	3c7a52c12db193c9ae7df3e84b97532cceddfef14783bcb6f68e310a4381aabd	Curl manubri alternato panca inclinata (Incline Alternating Dumbbell Curl).gif	Curl manubri panca inclinata
2026-08-01T21:15:18	Bicipiti e Braccia	3c7a52c12db193c9ae7df3e84b97532cceddfef14783bcb6f68e310a4381aabd	Curl manubri alternato panca inclinata (Incline Alternating Dumbbell Curl).gif	Curl alternato manubri panca inclinata
2026-08-01T21:15:48	Bicipiti e Braccia	aabda92b172af018ede93d3432afb7c4ee1479bd0eb6f0ca18733f9be3a91f6a	Curl manubri alternato panca Scott (Seated Alternating Dumbbell Preacher Curl).gif	Curl manubri panca Scott
2026-08-01T21:15:52	Bicipiti e Braccia	aabda92b172af018ede93d3432afb7c4ee1479bd0eb6f0ca18733f9be3a91f6a	Curl manubri alternato panca Scott (Seated Alternating Dumbbell Preacher Curl).gif	Curl alternato manubri panca Scott
2026-08-01T21:16:05	Bicipiti e Braccia	a4eb3d58794d295b5e1fa8d9fbfd03460895cb37f5ec4dfc1277c6d2de516f50	Curl manubri diagonale in piedi (Standing Diagonal Dumbbell Curl).gif	Curl manubri
2026-08-01T21:16:08	Bicipiti e Braccia	a4eb3d58794d295b5e1fa8d9fbfd03460895cb37f5ec4dfc1277c6d2de516f50	Curl manubri diagonale in piedi (Standing Diagonal Dumbbell Curl).gif	Curl diagonale manubri
2026-08-01T21:17:06	Bicipiti e Braccia	12f9544b7683c6cd305b7b9ae6bbb43ad4931238372e206e002659c04a439923	Curl manubri presa inversa in piedi (Standing Dumbbell Reverse Simultaneous Curl).gif	Curl presa inversa
2026-08-01T21:17:09	Bicipiti e Braccia	12f9544b7683c6cd305b7b9ae6bbb43ad4931238372e206e002659c04a439923	Curl manubri presa inversa in piedi (Standing Dumbbell Reverse Simultaneous Curl).gif	Curl presa inversa 
2026-08-01T21:17:10	Bicipiti e Braccia	12f9544b7683c6cd305b7b9ae6bbb43ad4931238372e206e002659c04a439923	Curl manubri presa inversa in piedi (Standing Dumbbell Reverse Simultaneous Curl).gif	Curl presa inversa manubri
2026-08-01T21:17:35	Bicipiti e Braccia	5c5c14f9516abfa8acb509b0459238674976d2932e3555485ec5894159b86541	Curl manubri Zottman seduto (Seated Zottman Curl).gif	Curl manubri seduto
2026-08-01T21:17:39	Bicipiti e Braccia	5c5c14f9516abfa8acb509b0459238674976d2932e3555485ec5894159b86541	Curl manubri Zottman seduto (Seated Zottman Curl).gif	Curl Zottmanmanubri seduto
2026-08-01T21:17:40	Bicipiti e Braccia	5c5c14f9516abfa8acb509b0459238674976d2932e3555485ec5894159b86541	Curl manubri Zottman seduto (Seated Zottman Curl).gif	Curl Zottman manubri seduto
2026-08-01T21:17:56	Bicipiti e Braccia	5c5c14f9516abfa8acb509b0459238674976d2932e3555485ec5894159b86541	Curl manubri Zottman seduto (Seated Zottman Curl).gif	Curl Zottman manubri panca piana
2026-08-01T21:18:10	Bicipiti e Braccia	5c5c14f9516abfa8acb509b0459238674976d2932e3555485ec5894159b86541	Curl manubri Zottman seduto (Seated Zottman Curl).gif	Curl Zottman manubri panca pian
2026-08-01T21:18:11	Bicipiti e Braccia	5c5c14f9516abfa8acb509b0459238674976d2932e3555485ec5894159b86541	Curl manubri Zottman seduto (Seated Zottman Curl).gif	Curl Zottman manubri panca pia
2026-08-01T21:18:13	Bicipiti e Braccia	5c5c14f9516abfa8acb509b0459238674976d2932e3555485ec5894159b86541	Curl manubri Zottman seduto (Seated Zottman Curl).gif	Curl Zottman manubri pan
2026-08-01T21:18:14	Bicipiti e Braccia	5c5c14f9516abfa8acb509b0459238674976d2932e3555485ec5894159b86541	Curl manubri Zottman seduto (Seated Zottman Curl).gif	Curl Zottman manubri seduto
2026-08-01T21:21:44	Bicipiti e Braccia	51bdbf003b2beb01529f2070ce19e30d527fb4bb11a81c68050d061110b6e8de	Curl un braccio cavo alto in piedi (Standing Cable Single-Arm Curl).gif	Curl un braccio
2026-08-01T21:21:47	Bicipiti e Braccia	51bdbf003b2beb01529f2070ce19e30d527fb4bb11a81c68050d061110b6e8de	Curl un braccio cavo alto in piedi (Standing Cable Single-Arm Curl).gif	Curl un braccio 
2026-08-01T21:21:48	Bicipiti e Braccia	51bdbf003b2beb01529f2070ce19e30d527fb4bb11a81c68050d061110b6e8de	Curl un braccio cavo alto in piedi (Standing Cable Single-Arm Curl).gif	Curl un braccio cavo alto
2026-08-01T21:22:19	Bicipiti e Braccia	e7f4a84a29ab9ce26dbe4f602e3709a188e946ed73676f3846ed1ba69154615b	Curl un braccio cavo basso dietro schiena in piedi (Standing Behind the Back Cable Single-Arm Curl).gif	Curl un braccio dietro schiena
2026-08-01T21:22:28	Bicipiti e Braccia	e7f4a84a29ab9ce26dbe4f602e3709a188e946ed73676f3846ed1ba69154615b	Curl un braccio cavo basso dietro schiena in piedi (Standing Behind the Back Cable Single-Arm Curl).gif	Curl un braccio dietro schiena. 
2026-08-01T21:22:29	Bicipiti e Braccia	e7f4a84a29ab9ce26dbe4f602e3709a188e946ed73676f3846ed1ba69154615b	Curl un braccio cavo basso dietro schiena in piedi (Standing Behind the Back Cable Single-Arm Curl).gif	Curl un braccio dietro schiena. cavo basso
2026-08-01T21:22:32	Bicipiti e Braccia	e7f4a84a29ab9ce26dbe4f602e3709a188e946ed73676f3846ed1ba69154615b	Curl un braccio cavo basso dietro schiena in piedi (Standing Behind the Back Cable Single-Arm Curl).gif	Curl un braccio dietro schiena cavo basso
2026-08-01T21:22:59	Bicipiti e Braccia	bddea1462b8a760bc8d5d6301d77a0960c2b319ad546683384400858f088f655	Curl un braccio cavo basso in piedi (Unilateral Low Cable Curl).gif	Curl un braccio in piedi
2026-08-01T21:23:02	Bicipiti e Braccia	bddea1462b8a760bc8d5d6301d77a0960c2b319ad546683384400858f088f655	Curl un braccio cavo basso in piedi (Unilateral Low Cable Curl).gif	Curl un braccio  in piedi
2026-08-01T21:23:02	Bicipiti e Braccia	bddea1462b8a760bc8d5d6301d77a0960c2b319ad546683384400858f088f655	Curl un braccio cavo basso in piedi (Unilateral Low Cable Curl).gif	Curl un braccio cavo basso in piedi
2026-08-01T21:23:27	Bicipiti e Braccia	a827b3a82de603f2017cc296a30012f5b7d8c70af6e2a255fd25917a8227035d	Curl un braccio cavo basso panca Scott (Cable Single-Arm Preacher Curl).gif	Curl un braccio panca Scott
2026-08-01T21:23:40	Bicipiti e Braccia	a827b3a82de603f2017cc296a30012f5b7d8c70af6e2a255fd25917a8227035d	Curl un braccio cavo basso panca Scott (Cable Single-Arm Preacher Curl).gif	Curl un braccio panca Scott 
2026-08-01T21:23:41	Bicipiti e Braccia	a827b3a82de603f2017cc296a30012f5b7d8c70af6e2a255fd25917a8227035d	Curl un braccio cavo basso panca Scott (Cable Single-Arm Preacher Curl).gif	Curl un braccio panca Scott cavo basso
2026-08-01T21:26:38	Bicipiti e Braccia	5f37b581eb891c314b5e47b8a9fee19eb532c244694e00ffdcc0f437429150c1	Curl un braccio manubri panca inclinata prono (Incline Dumbbell Concentration Curl).gif	Curl manubri un braccio panca inclinata
2026-08-01T21:27:06	Bicipiti e Braccia	5f37b581eb891c314b5e47b8a9fee19eb532c244694e00ffdcc0f437429150c1	Curl un braccio manubri panca inclinata prono (Incline Dumbbell Concentration Curl).gif	Curl un braccio panca inclinata
2026-08-01T21:27:09	Bicipiti e Braccia	5f37b581eb891c314b5e47b8a9fee19eb532c244694e00ffdcc0f437429150c1	Curl un braccio manubri panca inclinata prono (Incline Dumbbell Concentration Curl).gif	Curl un braccio manubri panca inclinata
2026-08-01T21:27:13	Bicipiti e Braccia	5f37b581eb891c314b5e47b8a9fee19eb532c244694e00ffdcc0f437429150c1	Curl un braccio manubri panca inclinata prono (Incline Dumbbell Concentration Curl).gif	Curl un braccio manubrio panca inclinata
2026-08-01T21:27:27	Bicipiti e Braccia	8899aec14507cb87c4366d67cf58d3bac65f1468eaeb7df9e3ee866d6cf5e29e	Curl un braccio manubri panca Scott (Seated Dumbbell Single-Arm Preacher Curl).gif	Curl manubri panca Scott
2026-08-01T21:27:31	Bicipiti e Braccia	8899aec14507cb87c4366d67cf58d3bac65f1468eaeb7df9e3ee866d6cf5e29e	Curl un braccio manubri panca Scott (Seated Dumbbell Single-Arm Preacher Curl).gif	Curl un braccio manubri panca Scott
2026-08-01T21:27:35	Bicipiti e Braccia	8899aec14507cb87c4366d67cf58d3bac65f1468eaeb7df9e3ee866d6cf5e29e	Curl un braccio manubri panca Scott (Seated Dumbbell Single-Arm Preacher Curl).gif	Curl un braccio manubrio panca Scott
2026-08-01T21:27:47	Bicipiti e Braccia	8899aec14507cb87c4366d67cf58d3bac65f1468eaeb7df9e3ee866d6cf5e29e	Curl un braccio manubri panca Scott (Seated Dumbbell Single-Arm Preacher Curl).gif	Curl un braccio manubrio panca Scott 
2026-08-01T21:27:48	Bicipiti e Braccia	8899aec14507cb87c4366d67cf58d3bac65f1468eaeb7df9e3ee866d6cf5e29e	Curl un braccio manubri panca Scott (Seated Dumbbell Single-Arm Preacher Curl).gif	Curl un braccio manubrio panca Scott se
2026-08-01T21:27:50	Bicipiti e Braccia	8899aec14507cb87c4366d67cf58d3bac65f1468eaeb7df9e3ee866d6cf5e29e	Curl un braccio manubri panca Scott (Seated Dumbbell Single-Arm Preacher Curl).gif	Curl un braccio manubrio panca Scott seduto
2026-08-01T21:28:31	Bicipiti e Braccia	e6b380b854853346471dd3f5b6465192ab78650cdcf6084e7e90512618a76d77	Curl un braccio manubri panca Scott in piedi (Dumbbell Preacher Curl).gif	Curl un braccio panca Scott in piedi
2026-08-01T21:28:34	Bicipiti e Braccia	e6b380b854853346471dd3f5b6465192ab78650cdcf6084e7e90512618a76d77	Curl un braccio manubri panca Scott in piedi (Dumbbell Preacher Curl).gif	Curl un braccio manubripanca Scott in piedi
2026-08-01T21:28:35	Bicipiti e Braccia	e6b380b854853346471dd3f5b6465192ab78650cdcf6084e7e90512618a76d77	Curl un braccio manubri panca Scott in piedi (Dumbbell Preacher Curl).gif	Curl un braccio manubriopanca Scott in piedi
2026-08-01T21:28:36	Bicipiti e Braccia	e6b380b854853346471dd3f5b6465192ab78650cdcf6084e7e90512618a76d77	Curl un braccio manubri panca Scott in piedi (Dumbbell Preacher Curl).gif	Curl un braccio manubrio panca Scott in piedi
2026-08-01T21:29:15	Bicipiti e Braccia	87500c87ff3afae691c8da96c458ae2a59916300b40181a01dda69c9c0cda637	Curl un braccio manubri seduto su panca (Dumbbell Concentration Curl).gif	Curl un braccio seduto
2026-08-01T21:29:19	Bicipiti e Braccia	87500c87ff3afae691c8da96c458ae2a59916300b40181a01dda69c9c0cda637	Curl un braccio manubri seduto su panca (Dumbbell Concentration Curl).gif	Curl un braccio manubri seduto
2026-08-01T21:29:21	Bicipiti e Braccia	87500c87ff3afae691c8da96c458ae2a59916300b40181a01dda69c9c0cda637	Curl un braccio manubri seduto su panca (Dumbbell Concentration Curl).gif	Curl un braccio manubrio seduto
2026-08-01T21:31:12	Bicipiti e Braccia	87500c87ff3afae691c8da96c458ae2a59916300b40181a01dda69c9c0cda637	Curl un braccio manubri seduto su panca (Dumbbell Concentration Curl).gif	Curl concentr un braccio manubrio seduto
2026-08-01T21:31:14	Bicipiti e Braccia	87500c87ff3afae691c8da96c458ae2a59916300b40181a01dda69c9c0cda637	Curl un braccio manubri seduto su panca (Dumbbell Concentration Curl).gif	Curl concentrato un braccio manubrio seduto
2026-08-01T21:31:29	Bicipiti e Braccia	87500c87ff3afae691c8da96c458ae2a59916300b40181a01dda69c9c0cda637	Curl un braccio manubri seduto su panca (Dumbbell Concentration Curl).gif	Curl concentrato un braccio manubrio
2026-08-01T21:34:30	Bicipiti e Braccia	c9430d092472cef84cb741d7e9d5e25f87d0f1da389f05f8bc9f67b7ec373bac	Curl un braccio cavo basso seduto su panca (Cable Concentration Curl).gif	Curl concentrato un braccio cavo basso seduto
2026-08-01T21:34:40	Bicipiti e Braccia	c9430d092472cef84cb741d7e9d5e25f87d0f1da389f05f8bc9f67b7ec373bac	Curl un braccio cavo basso seduto su panca (Cable Concentration Curl).gif	Curl concentrato un braccio cavo basso
2026-08-01T21:41:38	Bicipiti e Braccia	d886affd61e4f2316134173bf8577d9db7f26accf252bfd4ed9621f663808c14	Flessione polsi manubri panca (Simultaneous Bilateral Dumbbell Wrist Curl on Bench).gif	Flessione polsi manubri panc
2026-08-01T21:41:39	Bicipiti e Braccia	d886affd61e4f2316134173bf8577d9db7f26accf252bfd4ed9621f663808c14	Flessione polsi manubri panca (Simultaneous Bilateral Dumbbell Wrist Curl on Bench).gif	Flessione polsi manubri pa
2026-08-01T21:41:39	Bicipiti e Braccia	d886affd61e4f2316134173bf8577d9db7f26accf252bfd4ed9621f663808c14	Flessione polsi manubri panca (Simultaneous Bilateral Dumbbell Wrist Curl on Bench).gif	Flessione polsi manubri 
2026-08-01T21:41:41	Bicipiti e Braccia	d886affd61e4f2316134173bf8577d9db7f26accf252bfd4ed9621f663808c14	Flessione polsi manubri panca (Simultaneous Bilateral Dumbbell Wrist Curl on Bench).gif	Flessione polsi manubri seduta
2026-08-01T21:41:43	Bicipiti e Braccia	d886affd61e4f2316134173bf8577d9db7f26accf252bfd4ed9621f663808c14	Flessione polsi manubri panca (Simultaneous Bilateral Dumbbell Wrist Curl on Bench).gif	Flessione polsi manubri seduto
2026-08-01T21:41:56	Bicipiti e Braccia	76d2f9181e49365147d84aac3c712db81686d168a250db5964ecdf9ed3c88778	Flessione polso Hammer un braccio coscia seduto (Seated Single-Arm Hammer Grip Wrist Curl).gif	Flessione polso un braccio appoggio su coscia seduto
2026-08-01T21:41:59	Bicipiti e Braccia	76d2f9181e49365147d84aac3c712db81686d168a250db5964ecdf9ed3c88778	Flessione polso Hammer un braccio coscia seduto (Seated Single-Arm Hammer Grip Wrist Curl).gif	Flessione hammerpolso un braccio appoggio su coscia seduto
