quando	zona	codice	nome_catalogo	slug_vecchio	slug_nuovo	nome_file_nuovo	sha256
2026-08-03T16:30:46	Gambe e Glutei	EX238	Iperestensione inversa panca	iperestensione-inversa-panca	iperestensione-inversa-panca-romana	Iperestensione inversa panca romana.gif	ede3cfa8877ccbb21d3ac3171a66670f2287ebc5ccbe498e862f114a327ea720
2026-08-03T16:35:50	Gambe e Glutei	EX247	Leg curl macchina ginocchio rialzato	leg-curl-macchina-ginocchio-rialzato	leg-curl-una-gamba-macchina-ginocchio-rialzato	Leg curl una gamba macchina ginocchio rialzato.gif	fe67588edbb890cb52a23bb0f1f803db130a1dbf8b6638260c09d9d96197fa06
2026-08-03T16:38:41	Gambe e Glutei	EX644	Reverse hyper elastico panca	reverse-hyper-elastico-panca	reverse-hyper-elastico-panca-piana	Reverse hyper elastico panca piana.gif	d323698d14233764d5922c7d01c4bffce78c33ad135da2a27fb2de5ef175a276
2026-08-03T16:42:59	Gambe e Glutei	EX017	Hip thrust bilanciere	hip-thrust-bilanciere	hip-thrust-bilanciere-panca-piana	Hip thrust bilanciere panca piana.gif	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9
2026-08-03T16:45:29	Gambe e Glutei	EX017	Hip thrust bilanciere	hip-thrust-bilanciere	hip-thrust-bilanciere-spalle-su-panca	Hip thrust bilanciere spalle su panca.gif	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9
2026-08-03T16:47:40	Gambe e Glutei	EX233	Hip thrust corpo libero	hip-thrust-corpo-libero	hip-thrust-corpo-libero-spalle-su-panca	Hip thrust corpo libero spalle su panca.gif	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6
2026-08-03T16:48:25	Gambe e Glutei	EX234	Hip thrust multipower	hip-thrust-multipower	hip-thrust-multipower-spalle-su-panca	Hip thrust multipower spalle su panca.gif	0441b07c3842e386dda79f93d46f2afad2d6c8dda5ca857bd1f8035a112e6a57
2026-08-03T16:49:39	Gambe e Glutei	EX017	Hip thrust bilanciere	hip-thrust-bilanciere	hip-thrust-bilanciere-panca	Hip thrust bilanciere panca.gif	7f6b35aebf337bcc17c4cdcb626103cad242f99c7bdadb448ee5319fd994b8e9
2026-08-03T16:49:59	Gambe e Glutei	EX233	Hip thrust corpo libero	hip-thrust-corpo-libero	hip-thrust-corpo-libero-panca	Hip thrust corpo libero panca.gif	b69d54b222fe7dc9fd5a9a7dff483a0a4226e179d26a3b7fbcc42ad6abe3b5b6
2026-08-03T16:50:21	Gambe e Glutei	EX234	Hip thrust multipower	hip-thrust-multipower	hip-thrust-multipower-panca	Hip thrust multipower panca.gif	0441b07c3842e386dda79f93d46f2afad2d6c8dda5ca857bd1f8035a112e6a57
2026-08-03T16:51:42	Gambe e Glutei	EX236	Hip thrust talloni elevati corpo libero	hip-thrust-talloni-elevati-corpo-libero	hip-thrust-talloni-elevati	Hip thrust talloni elevati.gif	35f7947997e152eedbddeb78f86782be19495cd01bfa8a2307e7adfde157d77b
2026-08-03T17:11:00	Gambe e Glutei	EX237	Hip thrust unilaterale corpo libero	hip-thrust-unilaterale-corpo-libero	hip-thrust-una-gamba-panca	Hip thrust una gamba panca.gif	76067cc0a70a14efbd3d24f4bc8be2e041c95b3eb82d8443f0da101b860ad038
2026-08-03T17:15:43	Gambe e Glutei	EX019	Ponte glutei corpo libero	ponte-glutei-corpo-libero	ponte-glutei	Ponte glutei.gif	58825f7b669b759a54fb2df628b95dde97b52d45b404280ef4edd611c87257a9
2026-08-03T17:15:51	Gambe e Glutei	EX254	Ponte glutei frog pump corpo libero	ponte-glutei-frog-pump-corpo-libero	ponte-glutei-frog-pump	Ponte glutei frog pump.gif	ca76398a9a97a43247d3012102edc70b536642e2270d0fefa08ececb4c80cc46
2026-08-03T17:26:54	Gambe e Glutei	EX198	Abduzione cavo	abduzione-cavo	abduzione-una-gamba-cavo	Abduzione una gamba cavo.gif	26bd85ebbc14d6d894c757fff7c01e1f3b1bf7737b41a10b5307dfdd11116904
2026-08-03T17:28:27	Gambe e Glutei	EX197	Abduzione corpo libero con appoggio	abduzione-corpo-libero-con-appoggio	abduzione-con-appoggio	Abduzione con appoggio.gif	6af8638aea63e98ec4bce399caef862421d70e54f1b93a80719fc77ddaac656d
2026-08-03T17:29:39	Gambe e Glutei	EX197	Abduzione corpo libero con appoggio	abduzione-corpo-libero-con-appoggio	abduzione-appoggio-in-piedi	Abduzione appoggio in piedi.gif	6af8638aea63e98ec4bce399caef862421d70e54f1b93a80719fc77ddaac656d
2026-08-03T17:31:22	Gambe e Glutei	EX199	Abduzione macchina spinta laterale	abduzione-macchina-spinta-laterale	abduzione-una-gamba-macchina-spinta-laterale	Abduzione una gamba macchina spinta laterale.gif	2e41cb245a580273b33089a600781079868d652293d8b415f9c0444bc6df7d97
2026-08-03T17:33:04	Gambe e Glutei	EX638	Camminata laterale elastico caviglie	camminata-laterale-elastico-caviglie	camminata-laterale-elastico	Camminata laterale elastico.gif	615827e78ad806768b9deaa68d7f4f3e4f4be53724e2b3160c252175907096d1
2026-08-03T17:34:56	Gambe e Glutei	EX218	Donkey kick corpo libero avambracci a terra	donkey-kick-corpo-libero-avambracci-a-terra	donkey-kick-una-gamba-avambracci-a-terra	Donkey kick una gamba avambracci a terra.gif	5599f5fbeb64e446a40f88a24259976360b98dc6e73cc3efe2a7ee12b2c8e76c
2026-08-03T17:35:30	Gambe e Glutei	EX217	Donkey kick corpo libero mani a terra	donkey-kick-corpo-libero-mani-a-terra	donkey-kick-una-gamba-mani-a-terra	Donkey kick una gamba mani a terra.gif	2f33257ee046083d5e52ef7369a19ca36fcba6b4b4ee623ac1f2ec268fdc615c
2026-08-03T17:37:15	Gambe e Glutei	EX220	Donkey kick gamba tesa panca	donkey-kick-gamba-tesa-panca	donkey-kick-una-gamba-tesa-panca	Donkey kick una gamba tesa panca.gif	8d226f8371aa8b5867e5272d1e4f49df2816e8f4f553e806f1c99af0f2fd19eb
2026-08-03T17:37:45	Gambe e Glutei	EX639	Donkey kick elastico quadrupedia	donkey-kick-elastico-quadrupedia	donkey-kick-una-gamba-elastico-quadrupedia	Donkey kick una gamba elastico quadrupedia.gif	1805d106e06b98da16dabf757d6434eaaf81d0947b4284348d57d7be030464f6
2026-08-03T17:38:35	Gambe e Glutei	EX219	Donkey kick macchina	donkey-kick-macchina	donkey-kick-una-gamba-macchina	Donkey kick una gamba macchina.gif	d5ba21d65a6d2480506e35b47dacc8db49ed73895fbd400eeb7d5be7e5095b2e
2026-08-03T17:39:21	Gambe e Glutei	EX218	Donkey kick corpo libero avambracci a terra	donkey-kick-corpo-libero-avambracci-a-terra	donkey-kick-avambracci-a-terra	Donkey kick avambracci a terra.gif	5599f5fbeb64e446a40f88a24259976360b98dc6e73cc3efe2a7ee12b2c8e76c
2026-08-03T17:39:28	Gambe e Glutei	EX217	Donkey kick corpo libero mani a terra	donkey-kick-corpo-libero-mani-a-terra	donkey-kick-mani-a-terra	Donkey kick mani a terra.gif	2f33257ee046083d5e52ef7369a19ca36fcba6b4b4ee623ac1f2ec268fdc615c
2026-08-03T17:39:44	Gambe e Glutei	EX220	Donkey kick gamba tesa panca	donkey-kick-gamba-tesa-panca	donkey-kick-tesa-panca	Donkey kick tesa panca.gif	8d226f8371aa8b5867e5272d1e4f49df2816e8f4f553e806f1c99af0f2fd19eb
2026-08-03T17:43:29	Gambe e Glutei	EX221	Estensione anca appoggio bilanciere	estensione-anca-appoggio-bilanciere	estensione-anca-con-appoggio	Estensione anca con appoggio.gif	680dae8c4cc422aa7b26097083317b838d5eee2e927738a43f99d82de938f7f8
2026-08-03T17:43:40	Gambe e Glutei	EX223	Estensione anca cavo basso busto flesso	estensione-anca-cavo-basso-busto-flesso	estensione-anca-cavo-busto-flesso	Estensione anca cavo busto flesso.gif	42c8d4637ea6b6659f1bdaf0f0d4d6a3334c08f96d0a9039b457af0e3d65b202
2026-08-03T17:44:49	Gambe e Glutei	EX221	Estensione anca appoggio bilanciere	estensione-anca-appoggio-bilanciere	estensione-anca-elastico-con-appoggio	Estensione anca elastico con appoggio.gif	680dae8c4cc422aa7b26097083317b838d5eee2e927738a43f99d82de938f7f8
2026-08-03T17:45:49	Gambe e Glutei	EX223	Estensione anca cavo basso busto flesso	estensione-anca-cavo-basso-busto-flesso	estensione-anca-cavo-busto-flesso-con-appoggio	Estensione anca cavo busto flesso con appoggio.gif	42c8d4637ea6b6659f1bdaf0f0d4d6a3334c08f96d0a9039b457af0e3d65b202
2026-08-03T17:46:47	Gambe e Glutei	EX224	Estensione anca cavo basso	estensione-anca-cavo-basso	estensione-anca-cavo-basso-con-appoggio	Estensione anca cavo basso con appoggio.gif	87fea7deeed06a9a924b0eee4517a48c740fd76b40ed8c78e78ffe88e69a92e4
2026-08-03T17:51:40	Gambe e Glutei	EX228	Estensione anca bilanciere	estensione-anca-bilanciere	stacco-rumeno-una-gamba-bilanciere	Stacco rumeno una gamba bilanciere.gif	cb6e1394da0aa481bff8c8b45a5af8d6168db7cb039ad43bab61fbb426e3a41d
2026-08-03T18:23:44	Gambe e Glutei	EX226	Estensione anca macchina graviton	estensione-anca-macchina-graviton	estensione-anca-macchina	Estensione anca macchina.gif	8f88a46d9caaaedd3213f089a348da6a9391dfbcdfe19ce54be18e937946e0ca
2026-08-04T15:34:32	Gambe e Glutei	EX221	Estensione anca appoggio bilanciere	estensione-anca-appoggio-bilanciere	estensione-anca-elastico	Estensione anca elastico.gif	680dae8c4cc422aa7b26097083317b838d5eee2e927738a43f99d82de938f7f8
2026-08-04T15:35:38	Gambe e Glutei	EX223	Estensione anca cavo basso busto flesso	estensione-anca-cavo-basso-busto-flesso	estensione-anca-cavo-busto-flesso	Estensione anca cavo busto flesso.gif	42c8d4637ea6b6659f1bdaf0f0d4d6a3334c08f96d0a9039b457af0e3d65b202
2026-08-04T15:36:59	Gambe e Glutei	EX224	Estensione anca cavo basso	estensione-anca-cavo-basso	estensione-anca-cavo	Estensione anca cavo.gif	87fea7deeed06a9a924b0eee4517a48c740fd76b40ed8c78e78ffe88e69a92e4
2026-08-04T15:39:41	Gambe e Glutei	EX229	Estensione anca manubri	estensione-anca-manubri	stacco-rumeno-una-gamba-manubri-2	Stacco rumeno una gamba manubri 2.gif	798e02e869473d099d444a79fbc8cc3521e07aa77e00eaadc6590329df5661b0
2026-08-04T15:40:59	Gambe e Glutei	EX202	Adduzione cavo	adduzione-cavo	adduzione-anca-cavo	Adduzione anca cavo.gif	3facf6f34e005363ea433aae0adb89d74dada495582b5b252ee35ecc45ca1713
2026-08-04T15:42:43	Gambe e Glutei	EX201	Adduzione anca decubito laterale	adduzione-anca-decubito-laterale	adduzione-anca-decubito-laterale-gamba-tesa	Adduzione anca decubito laterale gamba tesa.gif	ffafbba8e1069936d293fc38c2ffadbb0ac12455dd6db446986ddf32a6a5a65d
2026-08-04T15:42:47	Gambe e Glutei	EX201	Adduzione corpo libero sdraiato laterale	adduzione-corpo-libero-sdraiato-laterale	adduzione-anca-decubito-laterale-piede-in-appoggio	Adduzione anca decubito laterale piede in appoggio.gif	50a3a7eec880b7ebcc23d11d0b7a3c4cd6d3bf4024540840e3d8178a61b2366b
2026-08-04T15:43:35	Gambe e Glutei	EX203	Adduzione macchina in piedi	adduzione-macchina-in-piedi	adduzione-una-gamba-macchina-in-piedi	Adduzione una gamba macchina in piedi.gif	0f67caeb3f0b76a301340fa1fc9727c8318f541e1daa73dd9917e73daa8c9347
2026-08-04T15:44:41	Gambe e Glutei	EX215	Calf raise corpo libero su gradino	calf-raise-corpo-libero-su-gradino	calf-raise-su-gradino	Calf raise su gradino.gif	f0b3ea76e173a770e298e65e242c0fb83a1bc27626d2be726388b18e7ee3cafd
2026-08-04T15:47:37	Gambe e Glutei	EX212	Affondo pliometrico manubri	affondo-pliometrico-manubri	jumping-pliometrico-manubri	Jumping pliometrico manubri.gif	167ca90a26b517f4ad08e4f2b4021b824e8ad5e9ffc5e6ef1875532f2f309b5e
2026-08-04T15:53:25	Gambe e Glutei	EX636	Affondo jump lunge	affondo-jump-lunge	jumping-split-lunge	Jumping split lunge.gif	249d59842be2bebb1397aee4461028ba5b345f2668ab7f347013a68c87869813
2026-08-04T15:53:59	Gambe e Glutei	EX613	Salto monopodalico avanti	salto-monopodalico-avanti	salto-una-gamba-avanti	Salto una gamba avanti.gif	b719429ca7eef77fd59fcd5aa6981695e944c96825ca7d7a28ebb47a753bc350
2026-08-04T15:58:52	Gambe e Glutei	EX609	Pistol jump box	pistol-jump-box	jumping-pistol-box-2	Jumping pistol box 2.gif	53bf44b9de47012f4f6c6581e0bad3f19ce3b2b225e970e8413637a117c6005c
